#DETEKTREF,INT_BEGIN,Q_KFZ,V_KFZ,Q_PKW,V_PKW,Q_LKW,V_LKW
1000008374,14:10:00,390,51,360,52,30,19
1000008374,14:20:00,324,52,294,52,30,24
1000008374,14:30:00,342,52,294,54,48,20
1000008374,14:40:00,432,47,420,47,12,8
1000008374,14:50:00,384,52,342,52,42,27
1000008374,15:00:00,378,52,336,53,42,20
1000008374,15:10:00,360,53,324,53,36,27
1000008374,15:20:00,288,52,270,53,18,11
1000008374,15:30:00,354,49,324,49,30,23
1000008374,15:40:00,414,52,372,52,42,24
1000008374,15:50:00,456,53,426,54,30,12
1000008374,16:00:00,360,51,324,52,36,27
1000008374,16:10:00,396,54,366,54,30,19
1000008374,16:20:00,492,51,462,52,30,14
1000008374,16:30:00,474,51,438,52,36,19
1000008374,16:40:00,456,48,426,49,30,23
1000008374,16:50:00,438,53,420,53,18,14
1000008374,17:00:00,408,53,378,54,30,14
1000008374,17:10:00,432,52,402,52,30,16
1000008374,17:20:00,390,54,378,54,12,8
1000008374,17:30:00,414,52,402,53,12,8
1000008374,17:40:00,456,55,444,56,12,8
1000008374,17:50:00,402,51,390,51,12,8
1000008374,18:00:00,456,53,444,54,12,8
1000008374,18:10:00,432,53,426,53,6,4
1000008374,18:20:00,432,52,420,52,12,4
1000008374,18:30:00,396,51,372,51,24,19
1000008374,18:40:00,294,53,270,54,24,14
1000008374,18:50:00,378,52,360,53,18,11
1000008374,19:00:00,282,49,264,45,18,13
1000008374,19:10:00,276,53,270,53,6,4
1000008374,19:20:00,342,52,318,52,24,14
1000008374,19:30:00,318,54,294,54,24,17
1000008374,19:40:00,312,52,300,52,12,8
1000008374,19:50:00,264,54,258,54,6,5
1000008374,20:00:00,354,51,336,52,18,14
1000008374,20:10:00,246,52,234,53,12,8
1000008374,20:20:00,192,55,180,55,12,10
1000008374,20:30:00,126,47,120,48,6,4
1000008374,20:40:00,102,50,96,50,6,4
1000008374,20:50:00,126,49,120,50,6,4
1000008374,21:00:00,84,36,84,36,0,0
1000008374,21:10:00,120,43,114,44,6,4
1000008374,21:20:00,132,49,120,50,12,9
1000008374,21:30:00,114,41,96,43,18,13
1000008374,21:40:00,102,45,90,42,12,8
1000008374,21:50:00,78,42,66,43,12,10
1000008374,22:00:00,108,39,102,39,6,3
1000008374,22:10:00,144,46,132,46,12,11
1000008374,22:20:00,66,33,60,33,6,5
1000008374,22:30:00,24,15,18,11,6,4
1000008374,22:40:00,66,34,60,35,6,4
1000008374,22:50:00,90,30,78,26,12,9
1000008374,23:00:00,42,30,42,30,0,0
1000008374,23:10:00,24,14,12,5,12,9
1000008374,23:20:00,18,16,12,12,6,5
1000008374,23:30:00,24,18,24,18,0,0
1000008374,23:40:00,12,10,12,10,0,0
1000008374,23:50:00,36,24,30,19,6,5
1000008108,00:00:00,132,58,120,59,12,10
1000008108,00:10:00,120,52,102,52,18,15
1000008108,00:20:00,48,28,42,28,6,5
1000008108,00:30:00,66,42,48,35,18,12
1000008108,00:40:00,48,40,48,40,0,0
1000008108,00:50:00,54,45,48,39,6,6
1000008108,01:00:00,48,32,42,27,6,5
1000008108,01:10:00,42,32,42,32,0,0
1000008108,01:20:00,18,17,18,17,0,0
1000008108,01:30:00,48,28,30,21,18,11
1000008108,01:40:00,54,37,42,38,12,6
1000008108,01:50:00,30,29,24,24,6,5
1000008108,02:00:00,12,14,12,14,0,0
1000008108,02:10:00,36,30,18,13,18,18
1000008108,02:20:00,36,36,24,25,12,11
1000008108,02:30:00,18,18,18,18,0,0
1000008108,02:40:00,18,11,6,6,12,6
1000008108,02:50:00,30,24,30,24,0,0
1000008108,03:00:00,42,31,36,31,6,7
1000008108,03:10:00,12,12,12,12,0,0
1000008108,03:20:00,30,27,24,22,6,5
1000008108,03:30:00,36,32,30,26,6,6
1000008108,03:40:00,60,45,42,32,18,18
1000008108,03:50:00,36,29,24,18,12,11
1000008108,04:00:00,36,23,18,18,18,11
1000008108,04:10:00,36,28,24,17,12,10
1000008108,04:20:00,72,47,54,46,18,19
1000008108,04:30:00,78,42,60,37,18,16
1000008108,04:40:00,72,44,66,46,6,4
1000008108,04:50:00,144,50,114,46,30,21
1000008108,05:00:00,156,51,126,51,30,28
1000008108,05:10:00,228,56,198,56,30,18
1000008108,05:20:00,378,56,342,50,36,21
1000008108,05:30:00,414,56,384,56,30,19
1000008108,05:40:00,342,53,324,53,18,13
1000008108,05:50:00,360,55,324,55,36,20
1000008108,06:00:00,486,52,432,53,54,34
1000008108,06:10:00,456,52,408,52,48,26
1000008108,06:20:00,504,54,450,55,54,28
1000008108,06:30:00,534,52,492,53,42,24
1000008108,06:40:00,672,51,618,52,54,36
1000008108,06:50:00,762,51,642,52,120,38
1000008108,07:00:00,726,51,660,52,66,37
1000008108,07:10:00,762,50,642,50,120,38
1000008108,07:20:00,954,47,840,48,114,36
1000008108,07:30:00,852,48,744,48,108,35
1000008108,07:40:00,876,52,804,52,72,36
1000008108,07:50:00,942,51,840,52,102,44
1000008108,08:00:00,810,50,738,50,72,34
1000008108,08:10:00,864,54,774,54,90,37
1000008108,08:20:00,834,51,726,51,108,46
1000008108,08:30:00,792,50,636,51,156,50
1000008108,08:40:00,726,50,618,51,108,42
1000008108,08:50:00,684,48,582,49,102,42
1000008108,09:00:00,696,48,600,48,96,40
1000008108,09:10:00,588,53,486,53,102,39
1000008108,09:20:00,600,52,552,52,48,29
1000008108,09:30:00,618,51,516,51,102,34
1000008108,09:40:00,684,51,570,51,114,40
1000008108,09:50:00,522,45,432,46,90,32
1000008108,10:00:00,612,49,516,50,96,38
1000008108,10:10:00,648,52,582,52,66,32
1000008108,10:20:00,606,51,510,52,96,33
1000008108,10:30:00,624,52,552,52,72,30
1000008108,10:40:00,654,49,546,50,108,40
1000008108,10:50:00,768,51,672,51,96,37
1000008108,11:00:00,588,50,516,50,72,27
1000008108,11:10:00,678,49,576,50,102,36
1000008108,11:20:00,540,53,474,54,66,24
1000008108,11:30:00,768,51,708,51,60,39
1000008108,11:40:00,684,50,606,50,78,28
1000008108,11:50:00,720,48,600,49,120,43
1000008108,12:00:00,750,51,642,51,108,28
1000008108,12:10:00,846,49,732,50,114,40
1000008108,12:20:00,654,54,582,54,72,38
1000008108,12:30:00,774,50,660,50,114,38
1000008108,12:40:00,630,51,546,52,84,33
1000008108,12:50:00,672,48,558,49,114,36
1000008108,13:00:00,828,51,744,51,84,38
1000008108,13:10:00,720,46,618,47,102,39
1000008108,13:20:00,840,51,732,51,108,39
1000008108,13:30:00,756,46,678,47,78,27
1000008108,13:40:00,744,50,630,50,114,39
1000008108,13:50:00,768,50,660,50,108,41
1000008108,14:00:00,696,48,564,48,132,47
1000008108,14:10:00,846,47,714,47,132,34
1000008108,14:20:00,750,53,660,53,90,35
1000008108,14:30:00,732,51,624,51,108,48
1000008108,14:40:00,810,50,726,50,84,23
1000008108,14:50:00,642,51,552,51,90,30
1000008108,15:00:00,972,51,846,51,126,45
1000008108,15:10:00,726,45,654,46,72,25
1000008108,15:20:00,936,54,858,54,78,32
1000008108,15:30:00,918,51,804,52,114,38
1000008108,15:40:00,840,52,750,52,90,40
1000008108,15:50:00,822,49,726,50,96,31
1000008108,16:00:00,846,51,732,51,114,44
1000008108,16:10:00,966,50,864,51,102,36
1000008108,16:20:00,852,53,762,53,90,42
1000008108,16:30:00,828,48,738,49,90,30
1000008108,16:40:00,924,52,828,53,96,45
1000008108,16:50:00,852,52,798,51,54,31
1000008108,17:00:00,876,50,744,50,132,40
1000008108,17:10:00,1116,49,990,49,126,40
1000008108,17:20:00,930,52,864,52,66,36
1000008108,17:30:00,948,52,864,53,84,32
1000008108,17:40:00,828,53,744,54,84,24
1000008108,17:50:00,702,48,600,49,102,32
1000008108,18:00:00,792,54,750,54,42,32
1000008108,18:10:00,996,52,942,52,54,17
1000008108,18:20:00,834,55,792,56,42,16
1000008108,18:30:00,660,53,582,54,78,41
1000008108,18:40:00,828,55,786,55,42,27
1000008108,18:50:00,720,52,684,52,36,26
1000008108,19:00:00,666,54,624,55,42,27
1000008108,19:10:00,750,53,702,53,48,29
1000008108,19:20:00,540,56,522,56,18,16
1000008108,19:30:00,588,52,528,52,60,30
1000008108,19:40:00,558,57,534,57,24,22
1000008108,19:50:00,684,54,648,54,36,18
1000008108,20:00:00,624,53,606,53,18,16
1000008108,20:10:00,600,53,540,49,60,27
1000008108,20:20:00,486,57,450,57,36,21
1000008108,20:30:00,372,56,336,56,36,21
1000008108,20:40:00,468,53,438,54,30,23
1000008108,20:50:00,546,55,498,54,48,33
1000008108,21:00:00,486,51,456,52,30,22
1000008108,21:10:00,606,54,540,55,66,33
1000008108,21:20:00,666,55,606,55,60,40
1000008108,21:30:00,534,56,486,49,48,39
1000008108,21:40:00,618,53,576,54,42,26
1000008108,21:50:00,438,53,378,53,60,36
1000008108,22:00:00,630,55,600,55,30,21
1000008108,22:10:00,684,54,612,54,72,43
1000008108,22:20:00,384,56,366,56,18,16
1000008108,22:30:00,360,54,306,54,54,39
1000008108,22:40:00,264,56,258,56,6,5
1000008108,22:50:00,180,54,156,55,24,17
1000008108,23:00:00,246,58,234,58,12,11
1000008108,23:10:00,198,59,174,60,24,16
1000008108,23:20:00,144,57,108,46,36,28
1000008108,23:30:00,186,52,168,52,18,18
1000008108,23:40:00,150,53,120,54,30,17
1000008108,23:50:00,108,44,96,45,12,8
1000008112,00:00:00,66,26,60,27,6,2
1000008112,00:10:00,72,44,66,39,6,4
1000008112,00:20:00,48,33,48,33,0,0
1000008112,00:30:00,18,18,18,18,0,0
1000008112,00:40:00,36,28,30,28,6,6
1000008112,00:50:00,42,29,42,29,0,0
1000008112,01:00:00,54,49,48,44,6,5
1000008112,01:10:00,42,24,42,24,0,0
1000008112,01:20:00,48,27,42,23,6,4
1000008112,01:30:00,18,17,12,12,6,6
1000008112,01:40:00,18,15,18,15,0,0
1000008112,01:50:00,18,18,18,18,0,0
1000008112,02:00:00,18,17,18,17,0,0
1000008112,02:10:00,36,20,36,20,0,0
1000008112,02:20:00,12,11,12,11,0,0
1000008112,02:30:00,24,16,12,11,12,10
1000008112,02:40:00,18,16,18,16,0,0
1000008112,02:50:00,30,22,24,16,6,6
1000008112,03:00:00,24,12,24,12,0,0
1000008112,03:10:00,6,5,6,5,0,0
1000008112,03:20:00,12,11,12,11,0,0
1000008112,03:30:00,12,10,12,10,0,0
1000008112,03:40:00,12,12,12,12,0,0
1000008112,03:50:00,18,21,18,21,0,0
1000008112,04:00:00,6,7,6,7,0,0
1000008112,04:10:00,18,10,18,10,0,0
1000008112,04:20:00,12,13,6,7,6,6
1000008112,04:30:00,30,17,30,17,0,0
1000008112,04:40:00,24,21,18,16,6,5
1000008112,04:50:00,60,47,54,41,6,6
1000008112,05:00:00,36,20,30,18,6,2
1000008112,05:10:00,78,42,48,33,30,26
1000008112,05:20:00,144,50,126,47,18,10
1000008112,05:30:00,114,45,102,41,12,10
1000008112,05:40:00,120,44,96,42,24,13
1000008112,05:50:00,78,38,60,27,18,16
1000008112,06:00:00,120,38,96,38,24,16
1000008112,06:10:00,138,46,126,41,12,8
1000008112,06:20:00,204,53,168,55,36,20
1000008112,06:30:00,240,56,240,56,0,0
1000008112,06:40:00,330,51,276,52,54,28
1000008112,06:50:00,210,40,180,41,30,20
1000008112,07:00:00,204,46,168,48,36,22
1000008112,07:10:00,246,49,222,50,24,12
1000008112,07:20:00,258,36,228,38,30,10
1000008112,07:30:00,312,46,276,46,36,25
1000008112,07:40:00,438,52,402,53,36,16
1000008112,07:50:00,354,50,330,50,24,12
1000008112,08:00:00,378,49,342,45,36,20
1000008112,08:10:00,390,51,348,52,42,29
1000008112,08:20:00,354,52,300,53,54,31
1000008112,08:30:00,438,50,396,50,42,27
1000008112,08:40:00,348,51,300,52,48,23
1000008112,08:50:00,378,43,330,44,48,22
1000008112,09:00:00,264,48,252,46,12,8
1000008112,09:10:00,246,48,228,50,18,8
1000008112,09:20:00,282,50,216,46,66,30
1000008112,09:30:00,216,40,186,36,30,25
1000008112,09:40:00,258,45,228,45,30,17
1000008112,09:50:00,324,42,306,42,18,11
1000008112,10:00:00,336,48,294,49,42,22
1000008112,10:10:00,300,50,264,50,36,25
1000008112,10:20:00,246,48,222,44,24,18
1000008112,10:30:00,270,51,234,53,36,17
1000008112,10:40:00,354,49,282,51,72,39
1000008112,10:50:00,294,52,258,53,36,12
1000008112,11:00:00,282,50,252,52,30,17
1000008112,11:10:00,282,50,264,52,18,12
1000008112,11:20:00,312,51,294,51,18,12
1000008112,11:30:00,462,46,414,47,48,22
1000008112,11:40:00,300,49,282,50,18,8
1000008112,11:50:00,384,52,330,52,54,28
1000008112,12:00:00,288,51,264,53,24,12
1000008112,12:10:00,354,50,336,50,18,8
1000008112,12:20:00,348,48,312,49,36,24
1000008112,12:30:00,408,49,378,50,30,22
1000008112,12:40:00,384,45,342,45,42,27
1000008112,12:50:00,366,47,324,48,42,23
1000008112,13:00:00,402,47,366,49,36,24
1000008112,13:10:00,372,48,312,49,60,30
1000008112,13:20:00,426,44,342,46,84,24
1000008112,13:30:00,438,46,396,47,42,15
1000008112,13:40:00,408,48,366,50,42,23
1000008112,13:50:00,396,51,354,51,42,32
1000008112,14:00:00,432,46,408,46,24,14
1000008112,14:10:00,390,48,360,48,30,14
1000008112,14:20:00,360,49,336,49,24,13
1000008112,14:30:00,360,50,330,46,30,16
1000008112,14:40:00,510,52,468,52,42,26
1000008112,14:50:00,462,52,444,52,18,15
1000008112,15:00:00,306,51,282,51,24,13
1000008112,15:10:00,414,50,372,50,42,22
1000008112,15:20:00,372,51,342,54,30,9
1000008112,15:30:00,540,51,498,51,42,28
1000008112,15:40:00,564,50,540,51,24,14
1000008112,15:50:00,450,52,432,53,18,7
1000008112,16:00:00,606,48,582,48,24,18
1000008112,16:10:00,582,50,546,51,36,19
1000008112,16:20:00,600,52,576,52,24,18
1000008112,16:30:00,618,50,588,52,30,18
1000008112,16:40:00,702,50,690,50,12,9
1000008112,16:50:00,696,53,660,53,36,23
1000008112,17:00:00,480,53,456,53,24,8
1000008112,17:10:00,702,51,672,52,30,14
1000008112,17:20:00,642,52,624,52,18,10
1000008112,17:30:00,600,53,582,54,18,14
1000008112,17:40:00,516,51,504,51,12,8
1000008112,17:50:00,498,50,462,51,36,15
1000008112,18:00:00,618,52,582,52,36,18
1000008112,18:10:00,540,54,510,54,30,25
1000008112,18:20:00,546,56,516,56,30,20
1000008112,18:30:00,426,53,390,54,36,23
1000008112,18:40:00,468,54,432,55,36,23
1000008112,18:50:00,444,53,432,53,12,9
1000008112,19:00:00,372,53,348,54,24,14
1000008112,19:10:00,336,55,318,55,18,14
1000008112,19:20:00,336,55,330,55,6,4
1000008112,19:30:00,360,54,342,55,18,10
1000008112,19:40:00,348,56,324,56,24,11
1000008112,19:50:00,312,55,288,55,24,15
1000008112,20:00:00,312,55,294,56,18,13
1000008112,20:10:00,330,54,324,54,6,4
1000008112,20:20:00,324,55,300,56,24,19
1000008112,20:30:00,276,55,252,55,24,19
1000008112,20:40:00,318,51,300,53,18,12
1000008112,20:50:00,276,50,270,48,6,2
1000008112,21:00:00,294,54,288,54,6,4
1000008112,21:10:00,228,48,210,48,18,16
1000008112,21:20:00,252,54,234,54,18,15
1000008112,21:30:00,282,56,270,56,12,10
1000008112,21:40:00,210,49,210,49,0,0
1000008112,21:50:00,234,50,222,50,12,6
1000008112,22:00:00,210,47,192,48,18,12
1000008112,22:10:00,270,47,264,49,6,2
1000008112,22:20:00,276,53,270,53,6,6
1000008112,22:30:00,210,51,192,51,18,16
1000008112,22:40:00,162,52,144,50,18,13
1000008112,22:50:00,120,37,120,37,0,0
1000008112,23:00:00,102,49,102,49,0,0
1000008112,23:10:00,144,56,144,56,0,0
1000008112,23:20:00,156,46,150,48,6,2
1000008112,23:30:00,114,45,114,45,0,0
1000008112,23:40:00,126,48,126,48,0,0
1000008112,23:50:00,90,51,78,39,12,12
1000008114,00:00:00,114,41,96,36,18,15
1000008114,00:10:00,60,32,48,26,12,12
1000008114,00:20:00,24,16,12,10,12,12
1000008114,00:30:00,24,21,18,15,6,6
1000008114,00:40:00,66,40,24,22,42,34
1000008114,00:50:00,42,29,24,24,18,16
1000008114,01:00:00,54,34,36,22,18,12
1000008114,01:10:00,30,23,30,23,0,0
1000008114,01:20:00,24,21,18,16,6,5
1000008114,01:30:00,42,17,36,17,6,6
1000008114,01:40:00,24,17,12,6,12,11
1000008114,01:50:00,18,11,12,11,6,6
1000008114,02:00:00,6,7,6,7,0,0
1000008114,02:10:00,30,23,18,12,12,11
1000008114,02:20:00,12,5,6,5,6,6
1000008114,02:30:00,36,26,24,22,12,9
1000008114,02:40:00,30,17,30,17,0,0
1000008114,02:50:00,18,14,12,9,6,5
1000008114,03:00:00,24,17,18,12,6,5
1000008114,03:10:00,6,5,6,5,0,0
1000008114,03:20:00,12,11,6,5,6,6
1000008114,03:30:00,18,15,6,4,12,11
1000008114,03:40:00,12,12,6,6,6,6
1000008114,03:50:00,24,28,18,22,6,6
1000008114,04:00:00,36,29,30,27,6,7
1000008114,04:10:00,24,9,18,5,6,4
1000008114,04:20:00,24,22,18,20,6,3
1000008114,04:30:00,54,37,36,31,18,11
1000008114,04:40:00,30,24,30,24,0,0
1000008114,04:50:00,60,27,42,22,18,11
1000008114,05:00:00,72,46,66,43,6,4
1000008114,05:10:00,84,45,84,45,0,0
1000008114,05:20:00,186,55,162,57,24,14
1000008114,05:30:00,222,59,204,59,18,17
1000008114,05:40:00,276,55,270,55,6,4
1000008114,05:50:00,246,49,192,50,54,29
1000008114,06:00:00,270,53,234,53,36,20
1000008114,06:10:00,228,55,210,55,18,13
1000008114,06:20:00,294,55,264,55,30,19
1000008114,06:30:00,342,55,324,54,18,16
1000008114,06:40:00,420,53,378,54,42,30
1000008114,06:50:00,288,52,276,53,12,10
1000008114,07:00:00,300,55,282,55,18,17
1000008114,07:10:00,402,53,354,52,48,32
1000008114,07:20:00,552,51,528,51,24,20
1000008114,07:30:00,426,51,396,51,30,14
1000008114,07:40:00,510,52,450,53,60,32
1000008114,07:50:00,612,50,564,51,48,18
1000008114,08:00:00,798,50,720,50,78,45
1000008114,08:10:00,696,54,642,54,54,41
1000008114,08:20:00,600,52,570,53,30,17
1000008114,08:30:00,600,50,510,50,90,40
1000008114,08:40:00,666,52,636,52,30,19
1000008114,08:50:00,630,47,582,48,48,23
1000008114,09:00:00,690,48,612,48,78,36
1000008114,09:10:00,546,50,516,50,30,20
1000008114,09:20:00,666,51,600,51,66,29
1000008114,09:30:00,432,51,360,52,72,39
1000008114,09:40:00,594,53,558,53,36,20
1000008114,09:50:00,594,45,516,46,78,24
1000008114,10:00:00,534,48,492,49,42,22
1000008114,10:10:00,564,54,528,54,36,32
1000008114,10:20:00,456,50,414,51,42,28
1000008114,10:30:00,540,54,480,54,60,27
1000008114,10:40:00,594,53,546,53,48,24
1000008114,10:50:00,450,52,414,53,36,20
1000008114,11:00:00,522,48,462,49,60,27
1000008114,11:10:00,492,49,456,49,36,18
1000008114,11:20:00,408,52,372,53,36,30
1000008114,11:30:00,636,50,570,51,66,26
1000008114,11:40:00,474,52,444,52,30,19
1000008114,11:50:00,570,52,516,52,54,22
1000008114,12:00:00,480,52,450,52,30,21
1000008114,12:10:00,498,54,456,54,42,36
1000008114,12:20:00,456,52,402,53,54,33
1000008114,12:30:00,438,52,396,52,42,31
1000008114,12:40:00,504,49,474,50,30,16
1000008114,12:50:00,444,51,426,52,18,14
1000008114,13:00:00,534,52,462,52,72,30
1000008114,13:10:00,564,47,522,47,42,18
1000008114,13:20:00,600,51,534,52,66,35
1000008114,13:30:00,540,48,480,48,60,27
1000008114,13:40:00,534,48,486,49,48,25
1000008114,13:50:00,534,54,474,55,60,43
1000008114,14:00:00,546,48,510,48,36,23
1000008114,14:10:00,600,47,576,47,24,14
1000008114,14:20:00,666,50,636,50,30,15
1000008114,14:30:00,618,52,600,52,18,15
1000008114,14:40:00,594,51,552,52,42,27
1000008114,14:50:00,468,53,450,53,18,14
1000008114,15:00:00,552,53,516,54,36,20
1000008114,15:10:00,510,55,474,56,36,33
1000008114,15:20:00,528,53,492,53,36,31
1000008114,15:30:00,438,52,426,52,12,9
1000008114,15:40:00,606,54,558,55,48,20
1000008114,15:50:00,480,53,462,54,18,12
1000008114,16:00:00,516,50,480,50,36,20
1000008114,16:10:00,516,54,504,54,12,10
1000008114,16:20:00,474,54,456,54,18,16
1000008114,16:30:00,630,52,594,52,36,22
1000008114,16:40:00,618,52,606,52,12,7
1000008114,16:50:00,480,56,468,56,12,12
1000008114,17:00:00,468,54,456,54,12,10
1000008114,17:10:00,594,54,576,54,18,15
1000008114,17:20:00,504,55,498,55,6,5
1000008114,17:30:00,420,58,414,58,6,7
1000008114,17:40:00,624,53,612,53,12,9
1000008114,17:50:00,420,52,414,52,6,5
1000008114,18:00:00,546,56,534,56,12,8
1000008114,18:10:00,438,58,426,58,12,12
1000008114,18:20:00,510,57,498,58,12,11
1000008114,18:30:00,390,57,390,57,0,0
1000008114,18:40:00,312,56,300,56,12,10
1000008114,18:50:00,354,56,354,56,0,0
1000008114,19:00:00,306,54,306,54,0,0
1000008114,19:10:00,258,57,258,57,0,0
1000008114,19:20:00,270,52,252,53,18,16
1000008114,19:30:00,288,59,270,59,18,16
1000008114,19:40:00,180,56,180,56,0,0
1000008114,19:50:00,180,53,168,53,12,12
1000008114,20:00:00,294,57,288,57,6,6
1000008114,20:10:00,210,58,204,58,6,5
1000008114,20:20:00,204,59,204,59,0,0
1000008114,20:30:00,138,47,132,47,6,5
1000008114,20:40:00,180,59,174,59,6,6
1000008114,20:50:00,174,55,174,55,0,0
1000008114,21:00:00,174,58,174,58,0,0
1000008114,21:10:00,162,49,162,49,0,0
1000008114,21:20:00,162,58,156,58,6,5
1000008114,21:30:00,198,63,192,63,6,6
1000008114,21:40:00,138,55,126,54,12,12
1000008114,21:50:00,126,50,120,49,6,6
1000008114,22:00:00,276,40,276,40,0,0
1000008114,22:10:00,288,52,288,52,0,0
1000008114,22:20:00,108,39,102,38,6,7
1000008114,22:30:00,120,37,114,37,6,6
1000008114,22:40:00,174,48,168,48,6,5
1000008114,22:50:00,96,46,78,34,18,17
1000008114,23:00:00,84,52,72,41,12,11
1000008114,23:10:00,108,43,96,42,12,11
1000008114,23:20:00,72,39,48,27,24,20
1000008114,23:30:00,30,16,30,16,0,0
1000008114,23:40:00,66,46,66,46,0,0
1000008114,23:50:00,54,28,42,29,12,10
1000008350,00:00:00,30,16,24,13,6,4
1000008350,00:10:00,24,18,24,18,0,0
1000008350,00:20:00,48,31,42,24,6,7
1000008350,00:30:00,30,18,30,18,0,0
1000008350,00:40:00,24,15,24,15,0,0
1000008350,00:50:00,18,13,12,13,6,6
1000008350,01:00:00,12,13,6,6,6,7
1000008350,01:10:00,0,0,0,0,0,0
1000008350,01:20:00,18,11,12,11,6,6
1000008350,01:30:00,12,10,6,5,6,5
1000008350,01:40:00,18,16,12,11,6,6
1000008350,01:50:00,6,4,0,0,6,4
1000008350,02:00:00,0,0,0,0,0,0
1000008350,02:10:00,12,7,12,7,0,0
1000008350,02:20:00,12,12,12,12,0,0
1000008350,02:30:00,0,0,0,0,0,0
1000008350,02:40:00,18,10,12,12,6,3
1000008350,02:50:00,24,17,24,17,0,0
1000008350,03:00:00,6,6,6,6,0,0
1000008350,03:10:00,6,9,6,9,0,0
1000008350,03:20:00,12,12,12,12,0,0
1000008350,03:30:00,0,0,0,0,0,0
1000008350,03:40:00,30,23,18,11,12,11
1000008350,03:50:00,12,6,12,6,0,0
1000008350,04:00:00,6,6,6,6,0,0
1000008350,04:10:00,0,0,0,0,0,0
1000008350,04:20:00,0,0,0,0,0,0
1000008350,04:30:00,30,21,24,16,6,5
1000008350,04:40:00,12,13,6,7,6,6
1000008350,04:50:00,6,5,6,5,0,0
1000008350,05:00:00,18,17,18,17,0,0
1000008350,05:10:00,36,32,24,24,12,8
1000008350,05:20:00,156,57,138,58,18,14
1000008350,05:30:00,102,46,84,46,18,14
1000008350,05:40:00,150,47,132,47,18,15
1000008350,05:50:00,126,45,90,46,36,19
1000008350,06:00:00,144,45,126,45,18,13
1000008350,06:10:00,210,54,174,55,36,18
1000008350,06:20:00,216,52,198,53,18,12
1000008350,06:30:00,210,46,198,47,12,8
1000008350,06:40:00,306,52,276,52,30,24
1000008350,06:50:00,456,54,444,54,12,8
1000008350,07:00:00,336,51,294,52,42,17
1000008350,07:10:00,456,50,426,50,30,22
1000008350,07:20:00,402,49,378,50,24,14
1000008350,07:30:00,468,48,438,48,30,22
1000008350,07:40:00,660,50,618,51,42,21
1000008350,07:50:00,702,48,630,49,72,30
1000008350,08:00:00,534,50,504,51,30,13
1000008350,08:10:00,642,49,600,49,42,27
1000008350,08:20:00,438,51,414,53,24,13
1000008350,08:30:00,492,51,438,52,54,33
1000008350,08:40:00,492,51,456,51,36,19
1000008350,08:50:00,480,52,444,53,36,23
1000008350,09:00:00,360,52,348,52,12,9
1000008350,09:10:00,270,50,228,48,42,25
1000008350,09:20:00,282,50,222,51,60,31
1000008350,09:30:00,372,51,324,52,48,28
1000008350,09:40:00,336,51,264,46,72,32
1000008350,09:50:00,342,44,306,45,36,16
1000008350,10:00:00,234,51,198,45,36,24
1000008350,10:10:00,318,52,294,48,24,18
1000008350,10:20:00,294,50,264,51,30,21
1000008350,10:30:00,246,50,204,51,42,22
1000008350,10:40:00,312,46,294,46,18,7
1000008350,10:50:00,342,50,306,50,36,18
1000008350,11:00:00,288,50,228,51,60,35
1000008350,11:10:00,258,52,240,52,18,14
1000008350,11:20:00,294,50,246,51,48,25
1000008350,11:30:00,306,45,258,46,48,24
1000008350,11:40:00,336,53,294,54,42,23
1000008350,11:50:00,336,52,270,54,66,31
1000008350,12:00:00,348,51,300,52,48,23
1000008350,12:10:00,222,54,204,55,18,12
1000008350,12:20:00,300,50,276,46,24,13
1000008350,12:30:00,246,46,228,47,18,12
1000008350,12:40:00,372,49,312,50,60,28
1000008350,12:50:00,318,48,246,49,72,32
1000008350,13:00:00,348,48,300,49,48,19
1000008350,13:10:00,378,49,348,49,30,14
1000008350,13:20:00,342,52,324,52,18,12
1000008350,13:30:00,330,48,282,48,48,36
1000008350,13:40:00,360,49,324,50,36,24
1000008350,13:50:00,324,54,288,56,36,22
1000008350,14:00:00,318,52,288,53,30,19
1000008350,14:10:00,390,50,342,51,48,19
1000008350,14:20:00,324,51,282,51,42,24
1000008350,14:30:00,348,56,306,56,42,31
1000008350,14:40:00,306,52,264,53,42,19
1000008350,14:50:00,318,55,258,56,60,36
1000008350,15:00:00,300,55,282,55,18,10
1000008350,15:10:00,306,46,240,48,66,29
1000008350,15:20:00,306,54,258,57,48,27
1000008350,15:30:00,402,53,360,54,42,20
1000008350,15:40:00,366,51,330,52,36,26
1000008350,15:50:00,360,54,312,55,48,29
1000008350,16:00:00,390,54,366,54,24,14
1000008350,16:10:00,360,54,324,55,36,16
1000008350,16:20:00,414,54,396,55,18,13
1000008350,16:30:00,444,55,402,55,42,29
1000008350,16:40:00,498,55,450,55,48,32
1000008350,16:50:00,426,54,420,55,6,3
1000008350,17:00:00,402,54,378,55,24,19
1000008350,17:10:00,402,54,372,54,30,13
1000008350,17:20:00,396,54,354,54,42,26
1000008350,17:30:00,300,54,270,56,30,13
1000008350,17:40:00,324,55,288,55,36,25
1000008350,17:50:00,306,54,288,54,18,5
1000008350,18:00:00,342,54,324,54,18,14
1000008350,18:10:00,306,52,288,49,18,13
1000008350,18:20:00,276,53,252,54,24,19
1000008350,18:30:00,306,56,294,56,12,12
1000008350,18:40:00,330,55,282,56,48,29
1000008350,18:50:00,276,56,258,56,18,13
1000008350,19:00:00,252,51,228,52,24,18
